"ID","REVIEW","RATING","AUTHOR","TITLE"
"4027","I'm not sure exactly when they began filming this movie, but it's quite evident that this was made during the Covid era, which at least explains some of its downfall. During the first third of the movie, characters are seen standing 10 feet apart from each other for entire scenes, including a reunion moment when the main characters are supposed to be seeing each other for the first time in 20 years. Lack of physical interaction / touching is also pretty noticable. I can commend the cast and crew for trying to get work done in the midst of a pandemic, but unfortunately the script itself is ultra lacking.The characters are one dimensional, and two of the main villains have a severe lack of motive and seem to both just have an inexplicable fetish for ""killing people."" What an innovative concept for a baddie. Meanwhile, Michelle McCarthy is using super strength to fight off bad guys while Octavia Spencer turns invisible and hides...she does almost nothing the entire movie. Neither does Jason Bateman, whom I love, but whose super power is...crab arms? And he participates in fights by literally...clipping his claws and sideways crab-walking away? And he somehow used this talent to make it into the elite inner circle of the bad guys?Aside from a few laughable moments, most of the script and comedy was gimmicky and predictable. I felt like I was reading the first draft of a script (which again, maybe was because it was all they could do to get content made during COVID, but unfortunately...it's a bit of a fail.) If you watch it, watch it with a friend you can verbally dissect the movie with as a laugh.","4","mdubya-71216"," Made Mid-Pandemic and It Shows...
"
"4028","I've seen. And I've seen a lot. It is not bad in the so-bad-it's-good-way, it is just really, really bad. I wrote a whole critic why I this movie is so bad, but somehow IMDB just let it disappear.Save some brain cells and skip this movie .","1","noirink-12054"," One of the worst movies...
"
"4029","Wasted talent with bad dialog and a poorly executed story! :-(","4","stevebondi"," Did not make me laugh or feel anything :-(
"
"4030","I haven't seen a movie I liked with Melissa McCarthy, and I still haven't. The same plot as a GI Joe episode where the mayor hires Cobra to make him look good by having bad guys attack him.The good - the fact it endedThe bad - action scenes as stimulating as US tax code & twice as effective as a sleeping pill. Everything was predictable like how Melissa got her powers.""Don't touch anything""
""Ok"" then touches everythingThe ugly - 1 dimensional characters, humor that's as amusing as fact jokes and had less tension then a Scooby-Doo episode (the episodes with Scrapy-Doo).Avoid at all costs or play if you want to scare a burglar out of your house.","1","DrCCat"," The child actors were better
"
"4031","Melissa McCarthy and Octavia Spencer need to fire their agents- its's awful and it's boring, and its not funny and it's awful- did I say that already? It's awful.","1","feistywench"," Why ? Couldn't find a better way to spend what it cost to make this garbage
"
"4032","A Mickey Worst Movie. I'd rather watch Mike & Molly TV SERIES.","1","jesspas"," The worst Movie of McCharty ever had.
"
"4033","First, the movie has the weird belief that been called a nerd is an insult and that to put it frankly is quite offensive to every nerd. The comedy is forced and it just falls flat more times than not. The banter between the leads doesn't work as well as they obviously think it does. It's still a fun watch though, seeing McCarthy do her thing might be getting old but it's still good fun most times.","4","oluwababatunmise"," Mostly just silly
"
"4034","You had a good idea, great actors, and good special effects
and it was ruined by bad lines and scenes, introduction and development of characters
and the news scenes!! Come on it was like a in game storyline cheap scenes
you had a good idea and ruined it by the scenario and direction.","4","nourzir"," disappointed
"
"4035","I'd give zero stars if I could. It was incredibly boring & unfunny. I'd rather watch Fateful Findings any Neil Breen movie over this. Breen movies shouldn't even exist they're so bad but I at least laugh at those.Octavia Spencer is such a good actress. I hate seeing talented actors waste their time on this type of garbage.","1","black_mamba6669"," I'd rather watch a Neil Breen movie
"
"4036","Good part of this movie, how he runs off I laughed everytime and his part at the end of the movie. As for the rest of the film, it's what you'd expect; it's just not that great at all. Typical story.","1","GiveMeANameX"," Jason Bateman is the only
"
"4037","The two chracters are rippoffs of cassie cage and jaque brigs from mortal kombat, this movie deserves to be stopped.","1","pwptvb"," bad netflix movie
"
"4038","I agree with a lot of the poor reviews, but I still managed to laugh out loud here and there. If you're looking for something silly/mindless to watch after a long day, this will do the trick.","4","cherylcummings-59089"," Meh.
"
"4039","The story was bizarre, which doesn't help to get a comedy movie off the ground. ""Spy"" was so much better for McCarthy. This one just reached too far for humour and seemed to fail at every hurdle. I didn't even watch the end of it. The script was bad and you just got the feeling like the actors were struggling with the whole idea of it.","4","graham-575"," Nothing ""worked""
"
